Name,Substation,Description,สถานที่ติดตั้ง,สถานที่,การไฟฟ้า,ประเภทอุปกรณ์,ใช้งาน/ไม่ใช้งาน
S1-RCS-0567,S1 FRTU,BSR09S-14,ระบบจำหน่าย,แยกท่าเรือ,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0568,S1 FRTU,BSR02S-10,ระบบจำหน่าย,แยกห้วยสัก,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0569,S1 FRTU,BSR07S-18,ระบบจำหน่าย,เลยวัดกำมะเสน,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0570,S1 FRTU,BSR07S-20,ระบบจำหน่าย,ตำบลทรายทอง,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0571,S1 FRTU,BSR02S-21,ระบบจำหน่าย,บ้านเขาขวาง,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0572,S1 FRTU,BSR07S-11,ระบบจำหน่าย,บ้านกำมะเสน,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0573,S1 FRTU,CAB02S-04,ระบบจำหน่าย,ปั้มแก้ส แยกช้างแทงกระจาด,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0574,S1 FRTU,CAA09S-10,ระบบจำหน่าย,เมธาวาลัย,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0575,S1 FRTU,CAA05S-07,ระบบจำหน่าย,วัดชะอำคีรี,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0576,S1 FRTU,CAB10S-22,ระบบจำหน่าย,ชายทะเลชะอำ,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0577,S1 FRTU,CAB05S-16,ระบบจำหน่าย,หน้าไฟฟ้า ชะอำ เก่า,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0578,S1 FRTU,CAC08S-04,ระบบจำหน่าย,The energy,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0579,S1 FRTU,CAC01S-04,ระบบจำหน่าย,The energy,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0580,S1 FRTU,CAB07S-04,ระบบจำหน่าย,หน้าสนามกอล์ฟเลควิว,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0581,S1 FRTU,CBN03S-08,ระบบจำหน่าย,บ้านหนองบัว,กฟส.กุยบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0582,S1 FRTU,CBN04S-17,ระบบจำหน่าย,ตรงข้ามโรงเรียนคุรุราช,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0583,S1 FRTU,CBN02S-04,ระบบจำหน่าย,ดงสะเดา,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0584,S1 FRTU,XPA05S-09,ระบบจำหน่าย,ร้านกิมหงษ์,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0585,S1 FRTU,XPA05S-10,ระบบจำหน่าย,ตึกเสี่ยอ้า,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0586,S1 FRTU,XPA02S-08,ระบบจำหน่าย,บ้านท่าเคย,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0587,S1 FRTU,XPA01S-05,ระบบจำหน่าย,บ้านท่าเคย,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0588,S1 FRTU,XPA01S-03,ระบบจำหน่าย,ตรงข้าม สฟฟ.สวนผึ้ง,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0589,S1 FRTU,TSE10S-08,ระบบจำหน่าย,ข้ามทางรถไฟประทิว,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0590,S1 FRTU,TSE10S-06,ระบบจำหน่าย,ตรงข้ามไปรษณีย์ปะทิว,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0591,S1 FRTU,TSE01S-07,ระบบจำหน่าย,บ้านหนองเข้,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0592,S1 FRTU,CPB08S-09,ระบบจำหน่าย,ไปรษณีย์ปากน้ำชุมพร,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0593,S1 FRTU,CPB06S-04,ระบบจำหน่าย,ตรงข้าม สฟฟ.ชุมพร 2 (วงจรบน),กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0594,S1 FRTU,CPB08S-05,ระบบจำหน่าย,ตรงข้าม กฟส.ปากน้ำชุมพร,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0595,S1 FRTU,CPB07S-18,ระบบจำหน่าย,หน้า สฟฟ.ชุมพร2,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0596,S1 FRTU,CPB08S-15,ระบบจำหน่าย,แยกหัวกรูด,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0597,S1 FRTU,TSE05S-17,ระบบจำหน่าย,บ้านบนไร่,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0598,S1 FRTU,CPA06S-38,ระบบจำหน่าย,ซอยศรีเมือง,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0599,S1 FRTU,CPA07S-13,ระบบจำหน่าย,โรงเรียนวัดหาดพันไกร,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0600,S1 FRTU,CPA07S-09,ระบบจำหน่าย,โรงน้ำแข็งเย็นดี,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0601,S1 FRTU,CPB10S-27,ระบบจำหน่าย,ไอโมเดิร์น,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0602,S1 FRTU,CPA01S-34,ระบบจำหน่าย,โรงจักรเก่า,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0603,S1 FRTU,CPA06S-34,ระบบจำหน่าย,แยกแขวงการทาง,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0604,S1 FRTU,CPA01S-28,ระบบจำหน่าย,หน้า ธกส. ชุมพร,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0605,S1 FRTU,CPA03S-04,ระบบจำหน่าย,บ้านวังไผ่,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0606,S1 FRTU,CPB09S-08,ระบบจำหน่าย,แยกโชคอนันต์,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0607,S1 FRTU,CPA03S-06,ระบบจำหน่าย,หน้าวัดสุบรรณ,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0608,S1 FRTU,CPA06S-10,ระบบจำหน่าย,สวนขนิศฐา,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0609,S1 FRTU,CPB08S-10,ระบบจำหน่าย,ซอยบำรุงราษฎร์,กฟส.ชุมพร,FRTU-RCS,ใช้งาน
S1-RCS-0610,S1 FRTU,DNA01S-13,ระบบจำหน่าย,ก่อนถึงวงเวียนโพธิ์หัก,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0611,S1 FRTU,DNA10S-15,ระบบจำหน่าย,วัดตาลเรียง,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0612,S1 FRTU,DNA07S-04,ระบบจำหน่าย,แยกโคกวัด,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0613,S1 FRTU,DNA10S-14,ระบบจำหน่าย,ถนนคลองต้นเทียน,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0614,S1 FRTU,DNA10S-05,ระบบจำหน่าย,แยกวิรัชการค้า,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0615,S1 FRTU,DNA04S-04,ระบบจำหน่าย,ตรงข้ามร้านเพื่อคุณ วงจรบน,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0616,S1 FRTU,DNA09S-03,ระบบจำหน่าย,ตรงข้ามร้านเพื่อคุณ,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0617,S1 FRTU,DNA05S-04,ระบบจำหน่าย,ข้าง รพ.ดำเนิน,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0618,S1 FRTU,DNA09S-04,ระบบจำหน่าย,กุหลาบเบเกอรี่,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0619,S1 FRTU,DNA08S-03,ระบบจำหน่าย,ปั้มแก๊สเก่า,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0620,S1 FRTU,DNA08S-05,ระบบจำหน่าย,ปั้มแก๊สเก่า,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0621,S1 FRTU,CAB01S-10,ระบบจำหน่าย,เชิงเขา เลย สปริงฟิลด์,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0622,S1 FRTU,CAB07S-11,ระบบจำหน่าย,บ้านหนองคร้า,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0623,S1 FRTU,HUB01S-19,ระบบจำหน่าย,ข้าง บ. โดล,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0624,S1 FRTU,HUB01S-04,ระบบจำหน่าย,รร.โรตารี่,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0625,S1 FRTU,HUU01S-03,ระบบจำหน่าย,หน้า สฟฟ.หห 4,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0626,S1 FRTU,HUB07S-07,ระบบจำหน่าย,ทางเข้าหนองพลับฝั่งซ้าย,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0627,S1 FRTU,HUB07S-04,ระบบจำหน่าย,ป้อมตำรวจแยกถนนบายพาส,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0628,S1 FRTU,HUB04S-03,ระบบจำหน่าย,บ้านหนองขอน,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0629,S1 FRTU,HUB02S-08,ระบบจำหน่าย,จุดแบ่งเขต กฟอ.หห-ปบ.,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0630,S1 FRTU,HUB06S-10,ระบบจำหน่าย,ปากทางเข้าฤดีวนาลัย,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0631,S1 FRTU,PNA05S-16,ระบบจำหน่าย,หน้าปั้มบางจาก,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0632,S1 FRTU,BSP04S-21,ระบบจำหน่าย,ร้านทองใบ,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0633,S1 FRTU,BSR01S-12,ระบบจำหน่าย,ทางเข้า บสพ.น้อย,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0634,S1 FRTU,BSR02S-24,ระบบจำหน่าย,อบต.ทรายทอง,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0635,S1 FRTU,KUA08S-04,ระบบจำหน่าย,แยกหนองหมูฝั่งตะวันออก,กฟส.กุยบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0636,S1 FRTU,KUA10S-05,ระบบจำหน่าย,แยกหนองหมู,กฟส.กุยบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0637,S1 FRTU,KUA09S-04,ระบบจำหน่าย,ทางเข้าตลาดกุยบุรี,กฟส.กุยบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0638,S1 FRTU,KUA04S-04,ระบบจำหน่าย,ทางเข้าตลาดกุยบุรี,กฟส.กุยบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0639,S1 FRTU,KUA02S-07,ระบบจำหน่าย,ชายทะเลบ่อนอก,กฟส.กุยบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0640,S1 FRTU,LSA10S-15,ระบบจำหน่าย,วัดชลธารวดี,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0641,S1 FRTU,LSA09S-20,ระบบจำหน่าย,ซอยบ้านฉาน,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0642,S1 FRTU,LSA04S-11,ระบบจำหน่าย,บ.แหลมทราย,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0643,S1 FRTU,LSA04S-07,ระบบจำหน่าย,หลังป้อมพะเนียต,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0644,S1 FRTU,LSA04S-13,ระบบจำหน่าย,ร้านข้าวต้มแยกละแม,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0645,S1 FRTU,LSA07S-17,ระบบจำหน่าย,โลตัสแยกเขาทะลุ,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0646,S1 FRTU,LSA07S-11,ระบบจำหน่าย,หน้า โรงเรียนทุ่งตะโกวิทยา,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0647,S1 FRTU,LSA08S-03,ระบบจำหน่าย,ที่ว่าการอำเภอทุ่งตะโก,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0648,S1 FRTU,LSA02S-06,ระบบจำหน่าย,รพ.ทุ่งตะโก,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0649,S1 FRTU,LSA01S-09,ระบบจำหน่าย,หนองไม้แก่น,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0650,S1 FRTU,LSA08S-04,ระบบจำหน่าย,ตรงข้ามวิทยาลัยเกษตร,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0651,S1 FRTU,LSA01S-07,ระบบจำหน่าย,เกษตรทุ่งตะโก,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0652,S1 FRTU,LSA02S-04,ระบบจำหน่าย,สวนนายดำ,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0653,S1 FRTU,LSA06S-04,ระบบจำหน่าย,บ้านเขาน้ำทรัพย์,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0654,S1 FRTU,LSA06S-11,ระบบจำหน่าย,บ้านบางน้ำจืด,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0655,S1 FRTU,LSA03S-04,ระบบจำหน่าย,บ้านเขาม่วง,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0656,S1 FRTU,LSA10S-08,ระบบจำหน่าย,แยกหลังสวน,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0657,S1 FRTU,LSA04S-10,ระบบจำหน่าย,หน้าอนามัยหลังสวน,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0658,S1 FRTU,LSA10S-09,ระบบจำหน่าย,ป้อมตพะเนียด,กฟส.หลังสวน,FRTU-RCS,ใช้งาน
S1-RCS-0659,S1 FRTU,PNA07S-14,ระบบจำหน่าย,ท่าลาดกระดาน,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0660,S1 FRTU,PTH04S-34,ระบบจำหน่าย,บ้านไทยทรงดำ,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0661,S1 FRTU,CBN08S-08,ระบบจำหน่าย,บ้านหนองเต่าดำ,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0662,S1 FRTU,DNA05S-20,ระบบจำหน่าย,วันจันทคาม,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0663,S1 FRTU,DNA05S-14,ระบบจำหน่าย,ไลน์วัดโบสถ์,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0664,S1 FRTU,DNA09S-16,ระบบจำหน่าย,วัดบางใหญ่,กฟส.บางคนที,FRTU-RCS,ใช้งาน
S1-RCS-0665,S1 FRTU,RBB09S-08,ระบบจำหน่าย,หน้าซูซูกิ(RBB09S-08),กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0666,S1 FRTU,PTH04S-31,ระบบจำหน่าย,สำนักปู่ฤาษีภูไท,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0667,S1 FRTU,DNA05S-10,ระบบจำหน่าย,โรงเลื่อยโชติ,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0668,S1 FRTU,PTH06S-07,ระบบจำหน่าย,หน้า รพ.อัมพวา,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0669,S1 FRTU,RBB08S-14,ระบบจำหน่าย,วัดเกตุปัญญา,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0670,S1 FRTU,KHZ03S-20,ระบบจำหน่าย,บ้านพุม่วง,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0671,S1 FRTU,DNA04S-09,ระบบจำหน่าย,ตรงข้าม บ้านพัก 4 House,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
